,sEXT,sNEU,sAGR,sCON,sOPN,positive,negative,joy,sadness,fear,disgust,anticipation
7525,4.0,4.0,2.25,4.5,3.25,2,0,1,0,0,0,0
7526,4.0,4.0,2.25,4.5,3.25,1,0,0,0,0,0,0
7527,4.0,4.0,2.25,4.5,3.25,6,2,4,0,1,1,0
7528,4.0,4.0,2.25,4.5,3.25,1,2,1,1,1,1,0
7529,4.0,4.0,2.25,4.5,3.25,0,1,0,0,0,0,0
7530,4.0,4.0,2.25,4.5,3.25,0,0,0,0,0,0,0
7531,4.75,2.67,4.75,3.67,4.5,1,1,1,0,0,0,0
7532,4.75,2.67,4.75,3.67,4.5,6,1,1,0,0,0,1
7533,4.75,2.67,4.75,3.67,4.5,1,4,0,1,1,0,0
7534,4.75,2.67,4.75,3.67,4.5,3,0,2,0,0,0,0
7535,4.75,2.67,4.75,3.67,4.5,0,0,0,0,0,0,0
7536,4.75,2.67,4.75,3.67,4.5,5,1,2,0,0,0,2
7537,4.75,2.67,4.75,3.67,4.5,1,2,1,1,1,2,1
7538,4.75,2.67,4.75,3.67,4.5,3,0,3,0,0,0,1
7539,4.75,2.67,4.75,3.67,4.5,0,1,0,0,0,0,1
7540,4.75,2.67,4.75,3.67,4.5,1,3,1,1,0,1,0
7541,4.75,2.67,4.75,3.67,4.5,1,0,1,0,0,0,1
7542,4.75,2.67,4.75,3.67,4.5,3,0,2,0,0,0,0
7543,4.75,2.67,4.75,3.67,4.5,3,2,1,1,1,0,1
7544,4.75,2.67,4.75,3.67,4.5,0,1,0,0,0,0,1
7545,4.75,2.67,4.75,3.67,4.5,4,0,3,0,0,0,1
7546,4.75,2.67,4.75,3.67,4.5,1,0,0,0,0,0,1
7547,3.8,3.0,3.94,3.1,4.75,0,1,0,0,0,1,0
7548,3.8,3.0,3.94,3.1,4.75,5,5,3,4,2,2,2
7549,3.8,3.0,3.94,3.1,4.75,1,1,1,1,1,0,0
7550,3.8,3.0,3.94,3.1,4.75,7,1,3,1,0,0,2
7551,3.8,3.0,3.94,3.1,4.75,3,0,2,0,0,0,0
7552,3.8,3.0,3.94,3.1,4.75,1,0,0,1,0,0,0
7553,3.8,3.0,3.94,3.1,4.75,0,0,0,0,0,0,0
7554,3.8,3.0,3.94,3.1,4.75,5,3,2,1,1,0,1
7555,3.8,3.0,3.94,3.1,4.75,1,0,0,0,0,0,0
7556,3.8,3.0,3.94,3.1,4.75,3,3,1,1,2,1,1
7557,2.63,4.75,2.25,3.63,4.25,0,1,0,0,0,0,0
7558,2.63,4.75,2.25,3.63,4.25,1,0,0,0,0,0,1
7559,2.63,4.75,2.25,3.63,4.25,1,2,0,0,0,0,1
7560,2.63,4.75,2.25,3.63,4.25,4,1,1,1,0,0,1
7561,2.63,4.75,2.25,3.63,4.25,0,1,0,1,0,1,2
7562,2.63,4.75,2.25,3.63,4.25,0,3,0,2,3,3,0
7563,2.63,4.75,2.25,3.63,4.25,6,2,3,1,1,1,1
7564,2.63,4.75,2.25,3.63,4.25,0,6,0,1,0,2,2
7565,2.63,4.75,2.25,3.63,4.25,1,0,0,0,0,0,0
7566,2.63,4.75,2.25,3.63,4.25,0,0,0,0,0,0,0
7567,2.63,4.75,2.25,3.63,4.25,0,1,0,1,1,0,0
7568,2.63,4.75,2.25,3.63,4.25,2,0,0,0,0,0,0
7569,2.63,4.75,2.25,3.63,4.25,0,1,0,1,1,0,0
7570,2.63,4.75,2.25,3.63,4.25,0,0,0,0,0,0,0
7571,2.63,4.75,2.25,3.63,4.25,2,1,0,1,2,0,0
7572,2.63,4.75,2.25,3.63,4.25,3,2,3,1,0,0,1
7573,2.63,4.75,2.25,3.63,4.25,2,0,1,0,0,0,2
7574,2.63,4.75,2.25,3.63,4.25,0,0,0,0,0,0,0
7575,4.5,2.75,4.25,5.0,4.75,2,1,0,0,2,0,1
7576,4.5,2.75,4.25,5.0,4.75,2,0,1,0,0,0,1
7577,4.5,2.75,4.25,5.0,4.75,0,1,0,1,0,0,0
7578,4.5,2.75,4.25,5.0,4.75,1,0,0,0,0,0,2
7579,4.5,2.75,4.25,5.0,4.75,0,0,0,0,0,0,0
7580,4.5,2.75,4.25,5.0,4.75,1,1,0,1,1,0,1
7581,4.5,2.75,4.25,5.0,4.75,2,0,1,0,0,0,0
7582,4.5,2.75,4.25,5.0,4.75,1,0,1,0,0,0,0
7583,4.5,2.75,4.25,5.0,4.75,0,0,0,0,0,0,0
7584,4.5,2.75,4.25,5.0,4.75,1,0,1,0,0,0,0
7585,4.5,2.75,4.25,5.0,4.75,0,0,0,0,0,0,0
7586,4.5,2.75,4.25,5.0,4.75,0,2,0,1,1,0,1
7587,4.5,2.75,4.25,5.0,4.75,1,0,0,0,0,0,0
7588,4.5,2.75,4.25,5.0,4.75,0,0,0,0,0,0,0
7589,4.5,2.75,4.25,5.0,4.75,6,1,5,1,1,0,1
7590,4.5,2.75,4.25,5.0,4.75,1,1,1,0,0,0,0
7591,4.5,2.75,4.25,5.0,4.75,3,1,2,1,1,1,1
7592,4.5,2.75,4.25,5.0,4.75,2,0,2,2,0,2,2
7593,4.5,2.75,4.25,5.0,4.75,3,0,3,0,0,0,1
7594,4.5,2.75,4.25,5.0,4.75,0,0,0,0,0,0,0
7595,4.5,2.75,4.25,5.0,4.75,3,1,2,0,0,1,3
7596,4.5,2.75,4.25,5.0,4.75,0,0,0,0,0,0,0
7597,4.5,2.75,4.25,5.0,4.75,0,2,0,0,0,1,0
7598,4.5,2.75,4.25,5.0,4.75,6,1,6,0,0,0,3
7599,4.5,2.75,4.25,5.0,4.75,0,1,0,0,0,0,0
7600,4.5,2.75,4.25,5.0,4.75,2,0,1,0,0,0,1
7601,4.5,2.75,4.25,5.0,4.75,6,0,3,0,0,0,1
7602,4.5,2.75,4.25,5.0,4.75,1,0,0,0,0,0,0
7603,4.5,2.75,4.25,5.0,4.75,1,0,1,0,0,0,0
7604,4.5,2.75,4.25,5.0,4.75,2,0,0,0,1,0,1
7605,4.5,2.75,4.25,5.0,4.75,13,4,5,3,1,0,0
7606,4.5,2.75,4.25,5.0,4.75,2,0,1,0,0,0,0
7607,4.5,2.75,4.25,5.0,4.75,0,0,0,0,0,0,0
7608,4.5,2.75,4.25,5.0,4.75,1,2,0,1,0,1,1
7609,4.5,2.75,4.25,5.0,4.75,6,3,5,3,2,0,1
7610,2.4,3.75,2.95,3.1,3.75,3,1,1,1,0,0,2
7611,2.4,3.75,2.95,3.1,3.75,1,0,0,0,0,0,0
7612,2.4,3.75,2.95,3.1,3.75,1,0,0,0,0,0,0
7613,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,0
7614,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,0
7615,2.4,3.75,2.95,3.1,3.75,0,2,0,1,1,1,0
7616,2.4,3.75,2.95,3.1,3.75,0,0,0,0,1,0,0
7617,2.4,3.75,2.95,3.1,3.75,2,0,1,0,0,0,1
7618,2.4,3.75,2.95,3.1,3.75,0,1,0,1,0,0,0
7619,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,0
7620,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,0
7621,2.4,3.75,2.95,3.1,3.75,0,0,0,0,1,0,0
7622,2.4,3.75,2.95,3.1,3.75,3,2,1,0,1,0,1
7623,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,0
7624,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,0
7625,2.4,3.75,2.95,3.1,3.75,1,0,1,0,0,0,0
7626,2.4,3.75,2.95,3.1,3.75,1,0,1,0,0,0,1
7627,2.4,3.75,2.95,3.1,3.75,2,0,2,0,0,0,1
7628,2.4,3.75,2.95,3.1,3.75,1,0,1,0,0,0,0
7629,2.4,3.75,2.95,3.1,3.75,0,2,0,1,0,1,0
7630,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,0
7631,2.4,3.75,2.95,3.1,3.75,2,1,2,1,1,1,1
7632,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,1
7633,2.4,3.75,2.95,3.1,3.75,0,0,0,0,1,0,1
7634,2.4,3.75,2.95,3.1,3.75,1,0,1,0,0,0,0
7635,2.4,3.75,2.95,3.1,3.75,0,0,0,0,1,0,0
7636,2.4,3.75,2.95,3.1,3.75,0,0,0,0,0,0,0
7637,2.4,3.75,2.95,3.1,3.75,0,1,0,0,0,0,0
7638,2.4,3.75,2.95,3.1,3.75,1,0,1,0,0,0,2
7639,2.4,3.75,2.95,3.1,3.75,0,1,0,1,1,1,0
7640,2.4,3.75,2.95,3.1,3.75,0,2,0,1,0,1,0
7641,4.5,2.25,3.5,3.25,3.75,3,1,1,1,1,1,0
7642,4.5,2.25,3.5,3.25,3.75,2,0,1,0,0,0,0
7643,4.5,2.25,3.5,3.25,3.75,3,3,2,0,1,0,1
7644,4.5,2.25,3.5,3.25,3.75,4,2,2,2,1,0,2
7645,4.5,2.25,3.5,3.25,3.75,3,0,2,0,0,0,0
7646,4.5,2.25,3.5,3.25,3.75,0,0,0,0,0,0,0
7647,4.5,2.25,3.5,3.25,3.75,0,0,0,0,0,0,1
7648,4.5,2.25,3.5,3.25,3.75,4,0,2,0,0,0,0
7649,4.5,2.25,3.5,3.25,3.75,3,5,1,4,3,0,1
7650,4.5,2.25,3.5,3.25,3.75,6,6,2,2,4,0,4
7651,4.5,2.25,3.5,3.25,3.75,3,1,1,0,1,0,2
7652,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,0
7653,4.5,2.25,3.5,3.25,3.75,1,0,0,0,0,0,0
7654,4.5,2.25,3.5,3.25,3.75,2,1,2,0,0,0,5
7655,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,1
7656,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,0
7657,4.5,2.25,3.5,3.25,3.75,3,0,2,0,0,0,0
7658,4.5,2.25,3.5,3.25,3.75,3,1,1,1,1,1,2
7659,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,0
7660,4.5,2.25,3.5,3.25,3.75,1,0,0,0,0,0,0
7661,4.5,2.25,3.5,3.25,3.75,2,0,2,0,0,0,1
7662,4.5,2.25,3.5,3.25,3.75,2,0,0,0,0,0,0
7663,4.5,2.25,3.5,3.25,3.75,3,0,2,0,0,0,0
7664,4.5,2.25,3.5,3.25,3.75,1,0,1,1,0,0,0
7665,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,0
7666,4.5,2.25,3.5,3.25,3.75,0,0,0,0,0,0,2
7667,4.5,2.25,3.5,3.25,3.75,0,1,0,1,0,0,1
7668,4.5,2.25,3.5,3.25,3.75,1,1,1,0,0,1,1
7669,4.5,2.25,3.5,3.25,3.75,2,0,2,0,0,0,2
7670,4.5,2.25,3.5,3.25,3.75,8,2,2,0,0,1,1
7671,4.5,2.25,3.5,3.25,3.75,4,0,2,0,0,0,1
7672,4.5,2.25,3.5,3.25,3.75,2,1,2,1,0,0,1
7673,4.5,2.25,3.5,3.25,3.75,0,1,0,1,1,0,0
7674,4.5,2.25,3.5,3.25,3.75,3,1,2,1,0,0,1
7675,4.5,2.25,3.5,3.25,3.75,2,0,2,0,0,0,3
7676,4.5,2.25,3.5,3.25,3.75,1,0,0,0,0,0,0
7677,4.5,2.25,3.5,3.25,3.75,3,0,1,0,0,0,0
7678,4.5,2.25,3.5,3.25,3.75,4,1,2,0,0,0,2
7679,4.5,2.25,3.5,3.25,3.75,2,1,1,0,0,0,2
7680,4.5,2.25,3.5,3.25,3.75,2,4,1,2,0,1,1
7681,4.5,2.25,3.5,3.25,3.75,4,8,1,4,2,1,1
7682,4.5,2.25,3.5,3.25,3.75,4,4,2,4,2,1,1
7683,4.5,2.25,3.5,3.25,3.75,3,2,2,2,1,0,1
7684,4.5,2.25,3.5,3.25,3.75,3,2,2,2,1,1,2
7685,4.5,2.25,3.5,3.25,3.75,3,0,2,0,0,0,2
7686,4.5,2.25,3.5,3.25,3.75,0,0,0,0,0,0,0
7687,4.5,2.25,3.5,3.25,3.75,3,2,2,1,0,0,0
7688,4.5,2.25,3.5,3.25,3.75,1,4,0,1,4,0,0
7689,4.5,2.25,3.5,3.25,3.75,3,3,1,0,0,0,1
7690,4.5,2.25,3.5,3.25,3.75,1,3,0,2,2,1,0
7691,4.5,2.25,3.5,3.25,3.75,3,0,0,0,1,0,1
7692,4.5,2.25,3.5,3.25,3.75,7,5,1,1,1,0,1
7693,4.5,2.25,3.5,3.25,3.75,1,3,0,0,0,0,1
7694,4.5,2.25,3.5,3.25,3.75,2,0,0,0,0,0,1
7695,4.5,2.25,3.5,3.25,3.75,2,0,1,1,0,0,0
7696,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,1
7697,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,0
7698,4.5,2.25,3.5,3.25,3.75,4,3,3,3,2,1,1
7699,4.5,2.25,3.5,3.25,3.75,2,0,0,0,0,0,1
7700,4.5,2.25,3.5,3.25,3.75,2,2,2,1,1,0,3
7701,4.5,2.25,3.5,3.25,3.75,3,0,2,0,0,0,2
7702,4.5,2.25,3.5,3.25,3.75,3,3,2,1,1,0,4
7703,4.5,2.25,3.5,3.25,3.75,1,3,0,1,1,2,0
7704,4.5,2.25,3.5,3.25,3.75,3,0,3,0,0,0,1
7705,4.5,2.25,3.5,3.25,3.75,1,0,0,0,0,0,0
7706,4.5,2.25,3.5,3.25,3.75,3,0,2,0,0,0,2
7707,4.5,2.25,3.5,3.25,3.75,4,3,2,0,1,0,5
7708,4.5,2.25,3.5,3.25,3.75,3,2,2,0,0,0,2
7709,4.5,2.25,3.5,3.25,3.75,2,0,1,0,1,0,0
7710,4.5,2.25,3.5,3.25,3.75,3,3,3,1,1,0,1
7711,4.5,2.25,3.5,3.25,3.75,4,0,3,0,0,0,1
7712,4.5,2.25,3.5,3.25,3.75,2,2,0,0,0,0,2
7713,4.5,2.25,3.5,3.25,3.75,2,3,1,0,0,1,0
7714,4.5,2.25,3.5,3.25,3.75,4,0,2,1,0,0,1
7715,4.5,2.25,3.5,3.25,3.75,2,2,2,1,1,0,1
7716,4.5,2.25,3.5,3.25,3.75,4,0,1,0,0,0,0
7717,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,1,1
7718,4.5,2.25,3.5,3.25,3.75,0,0,0,0,0,0,0
7719,4.5,2.25,3.5,3.25,3.75,2,0,2,0,0,2,3
7720,4.5,2.25,3.5,3.25,3.75,1,1,0,1,1,0,0
7721,4.5,2.25,3.5,3.25,3.75,0,0,0,0,0,0,0
7722,4.5,2.25,3.5,3.25,3.75,4,3,4,1,1,1,2
7723,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,0
7724,4.5,2.25,3.5,3.25,3.75,2,0,2,0,0,0,2
7725,4.5,2.25,3.5,3.25,3.75,4,1,2,1,0,0,0
7726,4.5,2.25,3.5,3.25,3.75,1,2,0,1,0,0,0
7727,4.5,2.25,3.5,3.25,3.75,3,0,2,0,0,0,0
7728,4.5,2.25,3.5,3.25,3.75,5,0,4,0,0,0,3
7729,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,1
7730,4.5,2.25,3.5,3.25,3.75,0,0,0,0,0,0,0
7731,4.5,2.25,3.5,3.25,3.75,0,0,0,0,0,0,1
7732,4.5,2.25,3.5,3.25,3.75,1,0,0,0,0,0,0
7733,4.5,2.25,3.5,3.25,3.75,1,1,1,1,0,0,1
7734,4.5,2.25,3.5,3.25,3.75,3,5,3,4,2,2,2
7735,4.5,2.25,3.5,3.25,3.75,3,1,1,1,2,1,1
7736,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,0
7737,4.5,2.25,3.5,3.25,3.75,2,0,2,0,0,0,1
7738,4.5,2.25,3.5,3.25,3.75,2,0,2,0,0,0,2
7739,4.5,2.25,3.5,3.25,3.75,5,0,5,0,0,1,4
7740,4.5,2.25,3.5,3.25,3.75,7,4,3,0,1,0,2
7741,4.5,2.25,3.5,3.25,3.75,3,9,3,4,4,3,3
7742,4.5,2.25,3.5,3.25,3.75,2,2,1,1,1,0,1
7743,4.5,2.25,3.5,3.25,3.75,1,0,0,0,0,0,0
7744,4.5,2.25,3.5,3.25,3.75,2,0,2,0,0,0,1
7745,4.5,2.25,3.5,3.25,3.75,4,1,3,0,1,0,3
7746,4.5,2.25,3.5,3.25,3.75,1,1,0,1,1,0,0
7747,4.5,2.25,3.5,3.25,3.75,4,2,3,2,0,0,1
7748,4.5,2.25,3.5,3.25,3.75,6,1,3,1,2,0,3
7749,4.5,2.25,3.5,3.25,3.75,1,0,1,0,0,0,1
7750,4.5,2.25,3.5,3.25,3.75,3,0,2,0,0,0,1
7751,4.5,2.25,3.5,3.25,3.75,2,0,1,0,1,0,1
7752,4.5,2.25,3.5,3.25,3.75,1,1,1,1,0,0,1
7753,4.5,2.25,3.5,3.25,3.75,2,2,1,0,0,0,0
7754,4.5,2.25,3.5,3.25,3.75,2,1,1,1,1,1,1
7755,4.5,2.25,3.5,3.25,3.75,5,0,5,0,0,0,4
7756,4.5,2.25,3.5,3.25,3.75,7,2,2,1,1,0,1
7757,4.5,2.25,3.5,3.25,3.75,4,1,1,2,3,0,1
7758,4.5,2.25,3.5,3.25,3.75,7,0,6,0,0,0,1
7759,4.0,1.5,4.35,3.9,4.8,1,2,1,3,0,0,0
7760,4.0,1.5,4.35,3.9,4.8,0,0,0,0,0,0,0
7761,4.0,1.5,4.35,3.9,4.8,1,0,0,0,0,0,0
7762,4.0,1.5,4.35,3.9,4.8,1,0,1,0,0,0,0
7763,4.0,1.5,4.35,3.9,4.8,2,0,2,0,0,0,0
7764,4.0,1.5,4.35,3.9,4.8,2,1,2,0,0,0,1
7765,4.0,1.5,4.35,3.9,4.8,4,0,2,1,0,0,0
7766,4.0,1.5,4.35,3.9,4.8,1,1,0,0,0,0,0
7767,4.0,1.5,4.35,3.9,4.8,0,1,0,1,0,0,0
7768,4.0,1.5,4.35,3.9,4.8,0,2,0,1,1,1,0
7769,4.0,1.5,4.35,3.9,4.8,2,0,1,0,0,0,0
7770,4.0,1.5,4.35,3.9,4.8,2,0,1,0,0,0,0
7771,4.0,1.5,4.35,3.9,4.8,0,1,0,1,0,0,0
7772,4.0,1.5,4.35,3.9,4.8,0,6,0,5,2,3,0
7773,4.0,1.5,4.35,3.9,4.8,1,0,1,0,0,0,0
7774,4.0,1.5,4.35,3.9,4.8,0,0,0,0,0,0,0
7775,4.0,1.5,4.35,3.9,4.8,0,2,0,2,2,0,1
7776,4.0,1.5,4.35,3.9,4.8,3,1,3,1,0,0,1
7777,4.0,1.5,4.35,3.9,4.8,0,1,0,0,0,1,0
7778,4.0,1.5,4.35,3.9,4.8,2,0,2,0,0,0,1
7779,4.0,1.5,4.35,3.9,4.8,0,0,0,0,0,0,0
7780,4.0,1.5,4.35,3.9,4.8,2,2,2,0,0,0,0
7781,4.0,1.5,4.35,3.9,4.8,1,2,0,0,0,0,0
7782,4.0,1.5,4.35,3.9,4.8,7,0,7,0,0,0,5
7783,4.0,1.5,4.35,3.9,4.8,1,0,0,0,0,0,0
7784,4.0,1.5,4.35,3.9,4.8,4,1,3,1,0,0,2
7785,4.0,1.5,4.35,3.9,4.8,3,1,2,1,1,1,7
7786,4.0,1.5,4.35,3.9,4.8,3,0,2,0,0,0,0
7787,1.6,3.05,3.0,2.9,3.45,1,1,0,1,0,0,1
7788,1.6,3.05,3.0,2.9,3.45,1,0,1,0,0,0,1
7789,1.6,3.05,3.0,2.9,3.45,2,3,0,0,0,0,0
7790,1.6,3.05,3.0,2.9,3.45,0,1,0,0,0,1,0
7791,1.6,3.05,3.0,2.9,3.45,0,0,0,0,0,0,0
7792,1.6,3.05,3.0,2.9,3.45,3,1,0,0,0,0,1
7793,1.6,3.05,3.0,2.9,3.45,4,1,3,1,0,0,3
7794,1.6,3.05,3.0,2.9,3.45,3,1,2,1,0,0,0
7795,1.6,3.05,3.0,2.9,3.45,0,3,0,1,0,0,1
7796,1.6,3.05,3.0,2.9,3.45,4,5,3,3,3,0,1
7797,1.6,3.05,3.0,2.9,3.45,7,5,0,2,2,1,0
7798,1.6,3.05,3.0,2.9,3.45,0,0,0,0,0,0,0
7799,1.6,3.05,3.0,2.9,3.45,1,1,1,0,0,0,1
7800,1.6,3.05,3.0,2.9,3.45,2,2,0,1,0,0,0
7801,1.6,3.05,3.0,2.9,3.45,0,0,0,0,0,0,1
7802,1.6,3.05,3.0,2.9,3.45,0,2,0,1,0,0,1
7803,1.6,3.05,3.0,2.9,3.45,0,1,0,0,0,0,1
7804,1.6,3.05,3.0,2.9,3.45,2,3,1,2,1,1,1
7805,1.6,3.05,3.0,2.9,3.45,0,1,0,0,0,0,0
7806,1.6,3.05,3.0,2.9,3.45,2,2,1,1,1,1,1
7807,1.6,3.05,3.0,2.9,3.45,1,0,0,1,1,0,0
7808,1.6,3.05,3.0,2.9,3.45,2,1,0,0,0,0,0
7809,1.6,3.05,3.0,2.9,3.45,0,1,0,1,1,0,0
7810,1.6,3.05,3.0,2.9,3.45,0,1,0,0,0,0,0
7811,1.6,3.05,3.0,2.9,3.45,0,1,0,0,0,0,0
7812,4.2,2.33,3.17,3.0,4.17,0,1,0,1,1,0,0
7813,4.2,2.33,3.17,3.0,4.17,2,0,2,0,0,0,2
7814,4.2,2.33,3.17,3.0,4.17,0,1,0,0,1,1,0
7815,3.0,2.75,3.75,5.0,2.25,0,0,0,0,0,0,0
7816,3.0,2.75,3.75,5.0,2.25,1,0,1,0,0,0,1
7817,3.0,2.75,3.75,5.0,2.25,1,0,1,0,0,0,0
7818,3.0,2.75,3.75,5.0,2.25,0,0,0,0,0,0,0
7819,3.0,2.75,3.75,5.0,2.25,1,0,1,0,0,0,1
7820,3.0,2.75,3.75,5.0,2.25,1,0,1,0,0,0,1
7821,3.0,2.75,3.75,5.0,2.25,0,0,0,0,0,0,0
7822,3.0,2.75,3.75,5.0,2.25,0,0,0,0,0,0,0
7823,3.0,2.75,3.75,5.0,2.25,0,0,0,0,0,0,0
7824,3.0,2.75,3.75,5.0,2.25,2,0,2,0,0,0,1
7825,3.0,2.75,3.75,5.0,2.25,1,1,1,0,0,0,1
7826,3.0,2.75,3.75,5.0,2.25,1,1,0,0,0,0,0
7827,3.0,2.75,3.75,5.0,2.25,3,0,1,0,0,0,1
7828,3.0,2.75,3.75,5.0,2.25,2,1,1,1,0,0,1
7829,3.0,2.75,3.75,5.0,2.25,2,0,1,0,0,0,1
7830,3.0,2.75,3.75,5.0,2.25,0,1,0,0,0,0,1
7831,3.0,2.75,3.75,5.0,2.25,1,0,1,0,0,1,1
7832,3.0,2.75,3.75,5.0,2.25,4,1,3,0,0,0,3
7833,3.0,2.75,3.75,5.0,2.25,0,0,0,0,0,0,0
7834,3.0,2.75,3.75,5.0,2.25,0,0,0,0,0,0,0
7835,3.0,2.75,3.75,5.0,2.25,1,0,1,0,0,0,1
7836,3.0,2.75,3.75,5.0,2.25,5,2,2,1,1,1,3
7837,3.0,2.75,3.75,5.0,2.25,1,0,0,0,0,0,0
7838,3.0,2.75,3.75,5.0,2.25,0,1,0,1,0,0,1
7839,3.0,2.75,3.75,5.0,2.25,1,1,0,1,1,0,0
7840,3.0,2.75,3.75,5.0,2.25,1,0,0,0,0,0,0
7841,2.9,2.2,3.05,3.9,4.1,1,1,0,0,0,0,0
7842,2.9,2.2,3.05,3.9,4.1,1,0,1,0,0,0,0
7843,2.9,2.2,3.05,3.9,4.1,2,2,1,1,1,0,1
7844,2.9,2.2,3.05,3.9,4.1,2,0,1,0,0,0,1
7845,2.9,2.2,3.05,3.9,4.1,3,0,1,1,0,0,1
7846,2.9,2.2,3.05,3.9,4.1,0,0,0,0,0,0,0
7847,2.9,2.2,3.05,3.9,4.1,0,1,0,0,0,0,0
7848,1.75,3.25,2.4,3.05,3.05,2,0,0,0,0,0,0
7849,1.75,3.25,2.4,3.05,3.05,1,1,0,0,0,0,1
7850,1.75,3.25,2.4,3.05,3.05,1,0,0,0,0,0,0
7851,1.75,3.25,2.4,3.05,3.05,5,4,4,3,3,3,2
7852,1.75,3.25,2.4,3.05,3.05,0,1,0,0,1,0,1
7853,1.75,3.25,2.4,3.05,3.05,1,0,0,0,0,0,0
7854,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7855,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7856,1.75,3.25,2.4,3.05,3.05,1,1,1,0,0,0,1
7857,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7858,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7859,1.75,3.25,2.4,3.05,3.05,1,0,1,0,0,0,1
7860,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7861,1.75,3.25,2.4,3.05,3.05,1,2,0,2,1,1,1
7862,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7863,1.75,3.25,2.4,3.05,3.05,3,1,2,1,1,1,1
7864,1.75,3.25,2.4,3.05,3.05,0,2,0,1,0,1,2
7865,1.75,3.25,2.4,3.05,3.05,1,0,0,0,0,0,0
7866,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7867,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7868,1.75,3.25,2.4,3.05,3.05,2,0,2,0,0,0,1
7869,1.75,3.25,2.4,3.05,3.05,1,0,1,0,0,1,2
7870,1.75,3.25,2.4,3.05,3.05,1,0,0,0,0,0,0
7871,1.75,3.25,2.4,3.05,3.05,1,0,0,0,0,0,0
7872,1.75,3.25,2.4,3.05,3.05,2,1,2,0,0,0,1
7873,1.75,3.25,2.4,3.05,3.05,2,1,0,1,1,0,0
7874,1.75,3.25,2.4,3.05,3.05,1,0,1,0,0,0,1
7875,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,2
7876,1.75,3.25,2.4,3.05,3.05,1,1,0,0,0,0,0
7877,1.75,3.25,2.4,3.05,3.05,2,3,2,2,3,0,1
7878,1.75,3.25,2.4,3.05,3.05,1,3,0,0,0,1,1
7879,1.75,3.25,2.4,3.05,3.05,0,2,0,1,1,2,0
7880,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7881,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7882,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7883,1.75,3.25,2.4,3.05,3.05,0,0,0,0,0,0,0
7884,1.75,3.25,2.4,3.05,3.05,1,1,1,0,0,0,0
7885,1.75,3.25,2.4,3.05,3.05,0,2,0,1,1,1,0
7886,1.75,3.25,2.4,3.05,3.05,1,2,0,0,0,0,0
7887,3.0,1.75,4.0,4.25,3.25,0,0,0,0,0,0,1
7888,3.0,1.75,4.0,4.25,3.25,1,0,1,0,0,0,1
7889,3.05,1.8,3.35,2.95,4.35,4,1,1,0,1,0,1
7890,3.05,1.8,3.35,2.95,4.35,0,1,0,0,1,1,0
7891,3.05,1.8,3.35,2.95,4.35,0,0,0,0,0,0,1
7892,3.05,1.8,3.35,2.95,4.35,0,0,0,0,0,0,1
7893,3.05,1.8,3.35,2.95,4.35,0,0,0,0,0,0,0
7894,3.05,1.8,3.35,2.95,4.35,0,0,0,0,0,0,0
7895,3.05,1.8,3.35,2.95,4.35,1,0,1,0,0,0,2
7896,3.05,1.8,3.35,2.95,4.35,1,0,0,0,0,0,0
7897,3.05,1.8,3.35,2.95,4.35,0,1,0,1,1,0,1
7898,3.05,1.8,3.35,2.95,4.35,0,0,0,0,0,0,0
7899,3.05,1.8,3.35,2.95,4.35,0,1,0,1,1,1,0
7900,3.05,1.8,3.35,2.95,4.35,2,2,0,1,1,1,0
7901,3.05,1.8,3.35,2.95,4.35,3,0,1,1,1,0,1
